source_created_at,author_id,text,source,language,longitude,latitude,id,labels_topic_0_tweet_id,labels_topic_0_user_id,labels_topic_0_relevant,labels_topic_0_topic,labels_topic_0_ground_truth,labels_topic_0_id,labels_sentiment_0_tweet_id,labels_sentiment_0_user_id,labels_sentiment_0_sentiment,labels_sentiment_0_ground_truth,labels_sentiment_0_id,source_id
2020-02-18 09:37:08,1170498368604463104,"“CrossCountry, Great Western Railway, Northern, South Western Railway, Southern, Thameslink and Transport for Wales were among the operators with delays and cancellations.” https://t.co/eRCxX7hKiV",brandwatch,en,,,f80dddad-1281-bbe1-385f-bb07421cec61,f80dddad-1281-bbe1-385f-bb07421cec61,Z003XDCS,True,delays,True,a4aeab04-de22-96a3-82fb-ad750c4a315a,f80dddad-1281-bbe1-385f-bb07421cec61,Z003XDCS,neutral,True,c4bf99fb-6ada-a71b-638b-544eab1d9b44,1229701372209176578
2019-01-21 09:33:16,59091215.0,Dearest @TLRailUK could you possibly delay my train by such an extent that I miss my important meeting this morning? Oh you already have?! Wow...you guys are good! #useless,brandwatch,en-GB,,,490a2cb6-cc9a-9373-66a5-3c1b083a85a7,490a2cb6-cc9a-9373-66a5-3c1b083a85a7,Z003XDCS,True,delays,True,be8644e2-c9cc-fde9-6c38-ea4d25557eb5,490a2cb6-cc9a-9373-66a5-3c1b083a85a7,Z003XDCS,negative,True,867684a3-d878-93ea-e85d-10316d5770dc,1087281969384304640
2020-02-10 18:57:51,4684908230,"@TLRailUK wow! Shocking service! Boarded at 1733 in Gatwick and only just reached Purley now! Hardly any announcements and random stations were added. For someone not from this area, it was very confusing! Please advise how I can get compensation for this delay.",brandwatch,en,,,30adcf17-1a4e-40f0-6a84-550fc9f361a7,30adcf17-1a4e-40f0-6a84-550fc9f361a7,Z003XDCS,True,tickets/seat_reservations,True,8eca8db6-3b4b-06bd-d249-02824baf76be,30adcf17-1a4e-40f0-6a84-550fc9f361a7,Z003XDCS,negative,True,2622e4d5-50fa-ee8a-aefb-34b1f89d9aa0,1226943379499560963
2020-10-24 11:23:06.641000,1065722831575617537,@TLRailUK But no on train announcements so when I’m on a train (like now) with a coach full of lads not wearing one mask between them my confidence is rock bottom,sprinklr,en,-0.37126,50.81448,a78fd5c2-baa1-de97-2633-a17a09a1b941,a78fd5c2-baa1-de97-2633-a17a09a1b941,Z003XDCS,True,covid,True,b4c9a46f-45d2-011f-5bbe-9d835a870f89,a78fd5c2-baa1-de97-2633-a17a09a1b941,Z003XDCS,negative,True,2b333b6c-8ba3-f059-16f1-bd77336c7098,
2020-02-19 08:01:04,501604613,@TLRailUK not a single announcement at Flitwick station as trains cancelled and delays get longer. Platform 1 now looking dangerously overcrowded. Well done. Thanks again,brandwatch,en,,,3f07036f-2d3c-0d5b-8e59-314b47b7d717,3f07036f-2d3c-0d5b-8e59-314b47b7d717,Z003XDCS,True,station,True,60002c76-0f13-50a3-d645-88b02ee72129,3f07036f-2d3c-0d5b-8e59-314b47b7d717,Z003XDCS,negative,True,85cbd3b9-0fe4-8f4f-a374-9669fbf0c811,1230039585519960065
2019-12-12 12:43:34,962725569824780289,We are delighted to announce our newest partnerships with @ForesightGroup and @TLRailUK You can read about it here: https://t.co/Dc9bEoXYJl Everyone can be a life saver❤️ #LondonHearts #Defibrillator,brandwatch,en-GB,,,4fdcc7f3-74b5-d249-19d2-92065a982f5d,4fdcc7f3-74b5-d249-19d2-92065a982f5d,Z003XDCS,True,none,True,c3dffcbc-76ac-9544-c736-08388a4711b7,4fdcc7f3-74b5-d249-19d2-92065a982f5d,Z003XDCS,neutral,True,144ef051-4183-8e34-6c4b-d06e4eee2bc6,1205105915130712064
2019-01-20 14:48:47,7.995946602221609e+17,"@pauleldred @NorthHertsSam @TLRailUK @GNRailUK Indeed. Management would probably determine that the physical movement would be a shrug of the shoulders with one hand showing two fingers and the other thrust in a pocket. Whilst the verbal call would be 'not anytime soon mate, delay repay' 😀",brandwatch,en-GB,,,4073bd66-9ef7-638d-06cb-c516ccc1c952,4073bd66-9ef7-638d-06cb-c516ccc1c952,Z003XDCS,True,delays,True,2b4a6a31-141c-6f73-2d9c-2e612d94e33d,4073bd66-9ef7-638d-06cb-c516ccc1c952,Z003XDCS,neutral,True,ea7a3b0b-33d1-fabd-1e80-d69deba94240,1086998983288016902
2019-02-18 09:29:28,288916504,@TLRailUK The 0847 from Denmark hill to Blackfriars. The doors were shut long enough for the train on the next platform to arrive and depart and then some,brandwatch,en,,,89ca4b37-dabb-5a98-08b1-c04e3528ec1d,89ca4b37-dabb-5a98-08b1-c04e3528ec1d,Z003XDCS,True,service,True,457d2582-ae10-74a1-f904-b05cf456ef60,89ca4b37-dabb-5a98-08b1-c04e3528ec1d,Z003XDCS,negative,True,66f409b2-1f97-cc64-6866-3848d0b9c82c,1097427872711671808
2019-07-19 07:12:46,485694668,@TLRailUK A bit sore but I’m ok thank you. I slipped on the metal strip on the floor between carriages. Would be nice if someone offered me their seat but no!,brandwatch,en-GB,,,6856c2a7-aa04-0899-6478-ba334c15f72b,6856c2a7-aa04-0899-6478-ba334c15f72b,Z003XDCS,True,service,True,0c28572a-6749-2f4a-2753-cb3e447df5e0,6856c2a7-aa04-0899-6478-ba334c15f72b,Z003XDCS,negative,True,0a070139-c040-5e4a-6b82-767cd8a4e4a3,1152114039654404097
2019-11-11 19:34:38,3657593055,"@glove_pet @PrincessBella_B @medboyUK Oh yes those are really bad, but hey getting a seat on a Thameslink is a result usually let’s face it, well at rush hour anyway xxx",brandwatch,en-GB,,,c98d9d5b-4e8d-5573-d9c7-b12b7797de45,c98d9d5b-4e8d-5573-d9c7-b12b7797de45,Z003XDCS,True,none,True,54c8cd7f-fccf-b007-6d22-2d3a079d30a6,c98d9d5b-4e8d-5573-d9c7-b12b7797de45,Z003XDCS,neutral,True,8244179a-895c-99ad-8d4a-85730fabfc08,1193975340747673603
2019-02-25 06:56:22,2160745083,@TLRailUK That’s the answer whenever I ask for the reason! It’s delayed almost every day. You never come back with the result of your investigations into these daily delays. A late start invariably leads to further delay due to the congestion caused #thameslink,brandwatch,en-GB,,,2f561857-60a4-e50b-847a-7c6d93e19736,2f561857-60a4-e50b-847a-7c6d93e19736,Z003XDCS,True,delays,True,9389555d-f877-c1b0-8980-e6f3cc03ed61,2f561857-60a4-e50b-847a-7c6d93e19736,Z003XDCS,negative,True,44ec4bce-e344-3e3c-1ba7-02bc6b805a01,1099926057208172550
2019-08-14 08:33:01,468631478,@TLRailUK 0930 at ECR (on late 0807 BTN to LBG. Yes there’s disruption and hindered trying to get on. A positive shout out to the driver for firm and polite advice to customers who were obstructing the doors. Sometimes a threat of even more chaos works. Perfect response from him!,brandwatch,en,,,86576544-07dd-d354-7586-34ef226753ab,86576544-07dd-d354-7586-34ef226753ab,Z003XDCS,True,none,True,4166c358-25ec-c529-9fd5-9b74a0be3c3f,86576544-07dd-d354-7586-34ef226753ab,Z003XDCS,neutral,True,51f71b39-174e-a4e0-d42d-850e1e294e7a,1161556317703741440
2019-10-31 18:41:08,243433016,"@TLRailUK hello, do you compensate for missed connections due to your delayed service?",brandwatch,en,,,4efedc18-ebaf-cf58-92b7-7b21b6e37eaa,4efedc18-ebaf-cf58-92b7-7b21b6e37eaa,Z003XDCS,True,delays,True,f830424d-5c38-f9fd-c6b7-7b465943fac6,4efedc18-ebaf-cf58-92b7-7b21b6e37eaa,Z003XDCS,neutral,True,cd3ab491-4c46-1f78-e6dd-287c1b4b7bdd,1189975610698928131
2019-05-31 06:00:51,19066360.0,"@CinqueBrowne @TLRailUK Traksy, opentraintimes and realtimetrains are your friend at times like this. Always use them on my regular trip between Waterloo and Honiton to work out if we'll get held up waiting for a train the other way on the single track sections - well before the guard knows !!!",brandwatch,en-GB,,,33be3bcd-f3fd-5866-c957-3f1f59ce0b12,33be3bcd-f3fd-5866-c957-3f1f59ce0b12,Z003XDCS,True,delays,True,a85a86d0-7b06-8c15-5b02-968b113f0034,33be3bcd-f3fd-5866-c957-3f1f59ce0b12,Z003XDCS,negative,True,8afffa47-0ca3-2481-8e4c-237ad68fc0b7,1134338931837808640
2020-03-20 08:13:11,1200044861174489088,"@charliebrief @TLRailUK Hi. I drive these trains. Unless you’re between St P & London Bridge there’s no way we can open the doors, we can only fully release them for passengers to press the buttons. The equipment in the TL core allows the train to do this, but it’s not anywhere else.",brandwatch,en-GB,,,d4cf74a7-8b46-6634-da27-06245214c06f,d4cf74a7-8b46-6634-da27-06245214c06f,Z003XDCS,True,doors,True,1da7ef78-7e89-26aa-4858-06502e95df44,d4cf74a7-8b46-6634-da27-06245214c06f,Z003XDCS,neutral,True,515d1aa2-bd5b-029d-901a-24869940a41c,1240914270000427009
2019-08-29 16:13:36,2589703207,#TLUpdates - Please allow extra time for your journey this afternoon as services running through Tulse Hill will be delayed by up to 20 minutes. Tickets will be accepted on London buses between London Terminals and Sutton. ℹ️👇https://t.co/1XlTRS2qKJ,brandwatch,en-GB,,,4270f0f1-3f8e-aabc-ac87-d52eeea9a600,4270f0f1-3f8e-aabc-ac87-d52eeea9a600,Z003XDCS,True,tickets/seat_reservations,True,ba8ea69c-22f2-c638-3060-4f364daadd99,4270f0f1-3f8e-aabc-ac87-d52eeea9a600,Z003XDCS,negative,True,180eb042-2675-c6d4-aee1-fa046921dfb5,1167108047325540352
2019-02-19 06:57:30,946553076,"@mad_disciple @tlupdates @ChrisGrose2 @AndyBraben @PRPcommuters @CarolineLucas @SouthernRailUK @GTRailUK @TLRailUK @ABCommuters One’s Brighton mainline improvement is another’s Brighton mainline blackout. This is critical national infrastructure crippled by maintenance activity, with insufficient N-1 contingency allowed for in the design. Passengers are ‘double taxed’ in high costs and lengthy delays.",brandwatch,en-GB,,,7abf4605-978f-a60b-074a-2ae6c323a639,7abf4605-978f-a60b-074a-2ae6c323a639,Z003XDCS,True,delays,True,19cbc8b5-ed75-3f48-7583-68c73c1a49c3,7abf4605-978f-a60b-074a-2ae6c323a639,Z003XDCS,negative,True,95554021-665e-411e-874b-28de123410d1,1097752017072803840
2019-04-29 06:58:39,3081539259.0,"@GNRailUK @TLRailUK Is that again your spring magic and you preparing for May chaos by canceling, than reinstating, than delaying for 2 minutes (waiting for people to come to the station) to cancel 7.51 from Oakleigh Park?!",brandwatch,en-GB,,,9f186771-4195-2d69-5f48-f61ad9191ede,9f186771-4195-2d69-5f48-f61ad9191ede,Z003XDCS,True,delays,True,070d59f5-43a8-30ba-3f7d-f8fd002dcfeb,9f186771-4195-2d69-5f48-f61ad9191ede,Z003XDCS,negative,True,fcde7cc4-3532-da89-54d6-2462f8f14361,1122757068321107974
2020-02-18 08:45:49,2295872418,@TLRailUK - why is the 8.02 Oxted to st P being parked around Croydon just saw the 8.20 train from Uckfield merrily head up to London Bridge - we are now 20 mins delayed.,brandwatch,en-GB,,,dcc608a6-c0d9-7fe0-7c37-48eed923fa86,dcc608a6-c0d9-7fe0-7c37-48eed923fa86,Z003XDCS,True,delays,True,c8aacb79-0e22-27be-83c9-0490193ca7dc,dcc608a6-c0d9-7fe0-7c37-48eed923fa86,Z003XDCS,neutral,True,bc3ffed5-6185-67d1-14da-05d4f430be67,1229688456990904322
2019-11-01 17:47:01,3329830353,"@TLRailUK Okay, just thought I ask as train cis and platform cis were displaying two different destinations and pa announcements weren’t clear :(",brandwatch,en,,,4ab91420-2992-3ea8-5639-923ec29eab41,4ab91420-2992-3ea8-5639-923ec29eab41,Z003XDCS,True,service,True,b41d2aed-b1c7-1bc8-ad3c-b0d256248a3c,4ab91420-2992-3ea8-5639-923ec29eab41,Z003XDCS,negative,True,8d5d77c1-c489-a4ec-578d-44768adcfebc,1190324376736059393
2019-04-14 09:00:16,4889756117.0,"@timrobwalker @TLRailUK You may be aware, but in this type of situation it's best to claim a refund not use the delay repay system https://t.co/MCGBgo9JZq Shouldn't be any admin fee",brandwatch,en,,,d864a326-f92f-d707-b185-3ecff5e80e12,d864a326-f92f-d707-b185-3ecff5e80e12,Z003XDCS,True,delays,True,c4f155eb-9abb-e98a-ce36-e4e603c5f6ed,d864a326-f92f-d707-b185-3ecff5e80e12,Z003XDCS,negative,True,3487ff90-4c39-9e30-141d-53bf068eb818,1117351855489679362
2020-01-30 18:47:14,387584807,"#Southern Delays of up to ten minutes and some cancellations on Southern between West Croydon and Streatham Common, and between East Croydon and Streatham Common due to trespass incident earlier at Selhurst. Tickets being accepted on London Bus, Tram and Thameslink services.",brandwatch,en-GB,,,8de9a4ba-1abd-a2d7-67d4-f106a18e1589,8de9a4ba-1abd-a2d7-67d4-f106a18e1589,Z003XDCS,True,delays,True,0afc4f4d-bd3d-1ecd-469d-384d4992bb65,8de9a4ba-1abd-a2d7-67d4-f106a18e1589,Z003XDCS,neutral,True,990de21b-11a1-a53d-cb1f-74497b032160,1222954438891122688
2019-01-22 07:58:09,532484450.0,"@TLRailUK it seems remarkable that the train is sitting in the sidings at SAC, with people waiting on a cold platform, and yet it pulls into the platform just on 07.52 and departs 2 mins late. https://t.co/aRgHKjeGx5",brandwatch,en,,,bdbda841-ffda-99e0-ef79-6a76cf9b918d,bdbda841-ffda-99e0-ef79-6a76cf9b918d,Z003XDCS,True,delays,True,475df21c-b880-a38b-7e14-bc418d7753aa,bdbda841-ffda-99e0-ef79-6a76cf9b918d,Z003XDCS,negative,True,519f137c-49f6-6c15-80e8-5040c6f02bbc,1087620417924272128
2019-04-17 21:50:44,9.635648011957412e+17,(Thameslink Update) 22:18 Luton to Gillingham Kent due 00:36 - 22:18 Luton to Gillingham Kent due 00:36 has been delayed at St Albans City and is now 6 minutes late.,brandwatch,en-GB,,,ce42cc4a-1cba-25b8-b899-fbbbb560dad2,ce42cc4a-1cba-25b8-b899-fbbbb560dad2,Z003XDCS,True,delays,True,52c5ed14-5257-68c8-8c64-63bc67a6fb01,ce42cc4a-1cba-25b8-b899-fbbbb560dad2,Z003XDCS,negative,True,2e41bd35-aacf-6149-8b87-bb1e7c6b92f7,1118632912893640704
2019-01-22 17:51:52,3513344896.0,@TLRailUK Hi... All the recent evening rush hour trains that I have got between London Bridge and HPD don’t have WiFi. Is this a conscious decision or am I just unlucky?,brandwatch,en,,,a0022781-3598-e7e6-34bf-2f22ddd024f6,a0022781-3598-e7e6-34bf-2f22ddd024f6,Z003XDCS,True,wifi,True,cc6430c0-a4cf-2605-646e-2dbb2f33aad5,a0022781-3598-e7e6-34bf-2f22ddd024f6,Z003XDCS,negative,True,9f7ea462-020a-7b86-4651-64518bac391b,1087769834417463297
2019-11-05 23:20:48,370677345,@TLRailUK Unfortunately not as i am now home. Luckily the station staff let me use the toilet at chatham,brandwatch,en,,,6e336a71-16e0-74b3-8134-0f2e4b2c3124,6e336a71-16e0-74b3-8134-0f2e4b2c3124,Z003XDCS,True,none,True,8cc81789-83b8-2cd2-311a-66692ac41e27,6e336a71-16e0-74b3-8134-0f2e4b2c3124,Z003XDCS,neutral,True,8a9723d2-da2d-49c9-cdf7-a986e952e6cc,1191857926954242048
2019-04-12 06:03:22,7.427586006706463e+17,If there was a problem with a train would the driver know about it? Heard a Big Bang no on dropped anything sounded like under train but it’s still going normal etc? Seems fine but a huge noise @TLRailUK,brandwatch,en-GB,,,fbf92fce-70e7-fbca-344e-c5f1dfb63089,fbf92fce-70e7-fbca-344e-c5f1dfb63089,Z003XDCS,True,noise,True,9928cf76-2983-9182-40a2-ace259797a3c,fbf92fce-70e7-fbca-344e-c5f1dfb63089,Z003XDCS,neutral,True,ecc9a535-d7e0-7a76-c510-5bbadd5af886,1116582560966922242
2019-08-28 16:00:52,34994378,Nah is it every day delays @TLRailUK what a bandit train line 😰😶 every week delay repay. It’s insufferable,brandwatch,en,,,c4d0d6c4-102f-7de0-ad60-df4946caca9b,c4d0d6c4-102f-7de0-ad60-df4946caca9b,Z003XDCS,True,tickets/seat_reservations,True,ff1242b7-8c80-03a4-2ecd-56f14a94c06e,c4d0d6c4-102f-7de0-ad60-df4946caca9b,Z003XDCS,negative,True,64dd1371-b589-67ce-cacb-47979c497a50,1166742453996654593
2019-04-15 05:20:11,406411065.0,@TLRailUK morning gang. Things going well today aren’t they?! Services in and out of Hitchin are all delayed or cancelled. If only it would snow and you could use that as an excuse too......#cantrunarailway,brandwatch,en,,,0bf9979f-3920-7bce-dec1-09fa40d239b8,0bf9979f-3920-7bce-dec1-09fa40d239b8,Z003XDCS,True,delays,True,651436be-acc5-a071-c05e-215574b2e206,0bf9979f-3920-7bce-dec1-09fa40d239b8,Z003XDCS,negative,True,f689aa61-d7da-f5f3-6fa3-166eb7dc3f11,1117658858200227841
2019-04-30 10:51:16,792071418.0,@LNER I’m booked on the 11:56 train from Stevenage to Doncaster but my ThamesLink service has been delayed as I’m stuck on it behind a presumed broken down train as no information has been given out. Can I get on the next service?,brandwatch,en,,,26213be9-123b-321c-8a8e-8fd757b702b4,26213be9-123b-321c-8a8e-8fd757b702b4,Z003XDCS,True,delays,True,cac1628b-e10d-70b6-7356-0c598ef86596,26213be9-123b-321c-8a8e-8fd757b702b4,Z003XDCS,negative,True,d493f965-c22a-8c7e-6a75-9365a03fc9a4,1123177996335157248
2019-04-09 21:52:36,216845699.0,"@TLRailUK, I and others are sat at Peterborough on the delayed Horsham train. There have been no announcements and no information. Are we going to travel south tonight? This is a ludicrous service.",brandwatch,en-GB,,,cfdcea71-fbf4-dc85-c4ac-4ff24d21ab17,cfdcea71-fbf4-dc85-c4ac-4ff24d21ab17,Z003XDCS,True,delays,True,4ec63d75-8f64-dc18-c339-12387ff00d87,cfdcea71-fbf4-dc85-c4ac-4ff24d21ab17,Z003XDCS,negative,True,c8e838ad-a481-2aab-e255-63ad823e664f,1115734278812442625
2019-10-20 14:32:37,30963347,"@xeepo @TLRailUK @TLRailUK Last month, and many beforehand. Screenshot example below. https://t.co/FAqY1QhRgx",brandwatch,en-GB,,,3f610caf-0110-3009-dbc9-181a0cf2d2d6,3f610caf-0110-3009-dbc9-181a0cf2d2d6,Z003XDCS,True,none,True,bf8b8eab-62e7-c6d2-6b66-f6f16537eacc,3f610caf-0110-3009-dbc9-181a0cf2d2d6,Z003XDCS,neutral,True,9fb8f586-c3ff-deb4-5223-4f335cf5eebd,1185926803162050562
2019-11-29 17:21:11,750656769605660672,Day 5 ... sorry I missed day 4 as it was late but the train was still 10 mins delayed .. even at 11 pm at time. Given the incident at London Bridge you’d think @TLRailUK @SouthernRailUK would do their best for trains to run people home ln time. Apparently another points failure-,brandwatch,en-GB,,,d633fed2-ce13-5f33-1653-6a06bc6b50d8,d633fed2-ce13-5f33-1653-6a06bc6b50d8,Z003XDCS,True,delays,True,0bedaaff-9b5e-daf2-14e6-c45a535b52b3,d633fed2-ce13-5f33-1653-6a06bc6b50d8,Z003XDCS,negative,True,103c5ec6-2708-602f-bf6e-39089523a41e,1200464738481836038
2019-02-26 18:51:17,25116632,Yet more @TLRailUK delays and cancellations during #rushhour with no alternatives to get back to #Letchworth from #FinsburyPark. #moorgate apparently to blame. #traindelay as always when you just want to go home. https://t.co/iXXpVxqJuv,brandwatch,en-GB,,,8d22c043-3c91-8278-73df-959adfc42a00,8d22c043-3c91-8278-73df-959adfc42a00,Z003XDCS,True,delays,True,6c702237-e2f5-57cf-d185-3ade03c1e1a9,8d22c043-3c91-8278-73df-959adfc42a00,Z003XDCS,negative,True,06b3e508-a7c9-1168-e1db-c039519c019d,1100468359785824256
2019-05-29 18:30:26,1.1012078968666355e+18,Thanks... for nothing! @TLRailUK No paper in the toilet on the 17.29 service from Blackfriars to Brighton... https://t.co/BZ8pRuQbyu,brandwatch,en,,,0bfd7742-bf7a-5c8b-2a10-80fe6ee455c1,0bfd7742-bf7a-5c8b-2a10-80fe6ee455c1,Z003XDCS,True,toilets,True,3876562d-92a4-385a-c9f5-aaf06b8e2fec,0bfd7742-bf7a-5c8b-2a10-80fe6ee455c1,Z003XDCS,neutral,True,e9831fd5-f41a-b0d2-9e7a-ca45fae1ea43,1133802799081426946
2020-02-15 11:00:53,1228634078485893121,What a total joke on starting my hen do @LNER booked first class now sitting on a Thames link train in a damp seat as trains cancelled rude staff at Peterborough station @TLRailUK 😡😥 #unacceptable #notfun #disappointed,brandwatch,en,,,7cab1161-6f2d-c308-1be0-fbeb9f43422b,7cab1161-6f2d-c308-1be0-fbeb9f43422b,Z003XDCS,True,station,True,a903d2ed-415b-bade-dd61-bc647ab129ca,7cab1161-6f2d-c308-1be0-fbeb9f43422b,Z003XDCS,negative,True,619db9fa-325f-5900-0e50-d4090edad823,1228635285891768320
